Name,Number_of_Employees,Wilaya,City
El-Djenina Taste Oasis,60,39,762
El-Rahma Flavors Shack,66,39,253
El-Boustane Taste Oasis,36,40,4925
El-Djenina Grill House,87,11,1252
El-Magharibi Grill House,63,47,1557
El-Mesk Palace Kitchen,68,3,2519
El-Magharibi Cuisine Haven,37,26,2600
El-Boustane Taste Oasis,97,32,5005
El-Mesk Taste Oasis,65,46,5021
El-baraka Grill House,31,36,2546
El-Mesk Cuisine Haven,91,44,4823
El-Boustane Taste Oasis,100,7,3400
El-Djenina Cuisine Haven,58,50,1410
El-Mesk Grill House,26,15,4987
El-Boustane Palace Kitchen,36,41,3348
El-Boustane Palace Kitchen,48,2,879
El-Boustane Taste Oasis,76,51,1111
Lalla Cuisine Haven,47,10,154
Lalla Grill House,72,41,5187
El-Rahma Grill House,54,37,3243
El-Mesk Palace Kitchen,41,6,1125
El-Rahma Flavors Shack,81,45,2279
El-Mesk Taste Oasis,100,53,3625
El-Mesk Palace Kitchen,52,15,871
El-Rahma Grill House,21,58,3383
El-Magharibi Cuisine Haven,34,26,3683
El-Boustane Flavors Shack,78,15,3337
El-Djenina Palace Kitchen,48,14,3281
El-Rahma Cuisine Haven,82,56,894
El-Djenina Grill House,25,15,5021
El-Djenina Flavors Shack,41,51,648
El-Rahma Cuisine Haven,95,57,484
Lalla Palace Kitchen,87,12,1063
El-baraka Palace Kitchen,22,18,410
El-Djenina Palace Kitchen,50,48,753
El-Rahma Palace Kitchen,89,14,3081
El-Rahma Taste Oasis,60,42,2732
Lalla Taste Oasis,51,7,238
El-Boustane Grill House,72,37,5312
El-Djenina Cuisine Haven,91,31,4163
El-baraka Flavors Shack,93,52,924
El-Boustane Cuisine Haven,34,53,4699
El-Djenina Palace Kitchen,62,20,4841
Lalla Cuisine Haven,68,53,3680
El-baraka Cuisine Haven,83,36,1178
El-Rahma Flavors Shack,55,38,4558
El-Mesk Grill House,75,10,790
El-Djenina Taste Oasis,83,51,2576
Lalla Cuisine Haven,25,47,2683
El-Boustane Palace Kitchen,30,24,3475
El-Djenina Cuisine Haven,23,14,2296
El-Rahma Cuisine Haven,73,46,2560
El-Magharibi Taste Oasis,82,28,4111
El-Boustane Taste Oasis,69,10,2668
Lalla Grill House,72,58,3244
Lalla Palace Kitchen,65,7,3802
El-Mesk Palace Kitchen,40,15,4877
El-Mesk Flavors Shack,53,31,3177
El-baraka Flavors Shack,69,20,902
El-Mesk Flavors Shack,54,3,3092
El-Mesk Cuisine Haven,88,14,3696
El-Mesk Grill House,67,20,2969
El-Mesk Grill House,34,19,4913
El-Mesk Grill House,53,53,1593
El-Rahma Flavors Shack,32,29,676
El-baraka Cuisine Haven,75,36,3042
El-Djenina Cuisine Haven,46,20,4612
El-Mesk Grill House,59,4,2896
El-Mesk Taste Oasis,90,42,1496
El-Mesk Grill House,21,32,5513
Lalla Cuisine Haven,44,42,1922
El-baraka Taste Oasis,80,57,5677
El-Mesk Flavors Shack,29,34,88
El-Boustane Taste Oasis,59,34,2115
El-Mesk Taste Oasis,45,42,2074
El-Mesk Grill House,84,6,2405
El-baraka Cuisine Haven,66,14,2240
El-Rahma Grill House,26,40,3651
Lalla Palace Kitchen,25,29,2210
El-Rahma Palace Kitchen,30,54,2661
El-Mesk Flavors Shack,30,24,4534
El-baraka Grill House,92,56,2761
El-baraka Cuisine Haven,66,31,627
El-Rahma Grill House,97,5,676
El-Magharibi Palace Kitchen,52,53,2881
El-Mesk Cuisine Haven,94,29,3480
El-Magharibi Palace Kitchen,34,39,2476
El-Boustane Taste Oasis,63,9,454
El-Boustane Palace Kitchen,86,8,407
El-Boustane Grill House,67,17,4390
El-Rahma Flavors Shack,94,36,991
El-Djenina Flavors Shack,36,26,669
El-Boustane Palace Kitchen,73,23,292
El-Boustane Palace Kitchen,67,46,172
El-Djenina Flavors Shack,92,38,1889
El-Rahma Taste Oasis,21,38,3655
El-Mesk Cuisine Haven,47,29,5700
El-Rahma Palace Kitchen,27,25,3125
Lalla Palace Kitchen,43,36,5021
El-Magharibi Palace Kitchen,55,14,1769
El-Djenina Palace Kitchen,53,21,3329
El-Djenina Flavors Shack,44,58,3950
El-Rahma Taste Oasis,41,20,3521
El-Djenina Cuisine Haven,40,10,5628
Lalla Grill House,88,19,488
El-Boustane Grill House,35,58,1864
El-Magharibi Taste Oasis,84,29,4325
Lalla Palace Kitchen,48,12,117
El-Djenina Flavors Shack,81,37,1140
Lalla Taste Oasis,27,36,5726
El-Boustane Taste Oasis,61,11,333
El-baraka Palace Kitchen,24,36,2447
Lalla Flavors Shack,93,13,3040
El-Magharibi Taste Oasis,51,8,2411
El-Djenina Palace Kitchen,36,41,285
El-Djenina Cuisine Haven,59,16,2463
El-baraka Taste Oasis,43,45,3045
El-Boustane Grill House,59,2,713
El-Magharibi Flavors Shack,99,31,1088
Lalla Grill House,35,2,4636
Lalla Cuisine Haven,85,20,2749
El-Rahma Taste Oasis,97,10,2617
El-Boustane Palace Kitchen,65,50,870
El-Magharibi Grill House,34,37,5259
El-Mesk Palace Kitchen,70,35,2074
Lalla Flavors Shack,45,7,5579
Lalla Grill House,32,43,3246
El-Mesk Palace Kitchen,20,27,1923
El-Mesk Flavors Shack,59,13,5188
El-Magharibi Taste Oasis,46,30,5593
El-Boustane Taste Oasis,50,29,526
El-Magharibi Cuisine Haven,24,34,967
El-Djenina Cuisine Haven,55,54,4900
El-Rahma Taste Oasis,25,31,2684
El-baraka Cuisine Haven,79,56,5031
El-Boustane Cuisine Haven,58,17,2790
El-Djenina Flavors Shack,92,51,2673
El-Rahma Grill House,61,36,5423
El-Djenina Grill House,48,42,4061
El-Magharibi Cuisine Haven,66,3,1622
Lalla Palace Kitchen,29,19,3568
El-baraka Taste Oasis,95,19,4670
Lalla Flavors Shack,43,33,5221
El-Magharibi Flavors Shack,81,1,5012
El-Mesk Flavors Shack,28,50,2886
El-Boustane Grill House,72,16,5486
El-Djenina Palace Kitchen,75,14,5663
El-Djenina Grill House,49,19,3173
El-Rahma Flavors Shack,88,11,5474
Lalla Grill House,25,38,1157
El-Rahma Flavors Shack,57,58,1376
El-Boustane Taste Oasis,90,14,2490
El-baraka Flavors Shack,55,37,3556
El-baraka Palace Kitchen,40,38,701
Lalla Grill House,87,20,3759
El-baraka Palace Kitchen,35,5,1679
El-Boustane Cuisine Haven,98,44,4217
Lalla Flavors Shack,52,28,3753
El-Boustane Grill House,71,24,1149
Lalla Palace Kitchen,67,24,820
El-Djenina Grill House,57,53,3170
El-Boustane Flavors Shack,73,43,3308
El-Djenina Palace Kitchen,63,8,1365
Lalla Taste Oasis,62,23,1204
El-baraka Flavors Shack,74,19,1471
El-Djenina Taste Oasis,61,45,3344
Lalla Taste Oasis,51,3,1497
El-Mesk Grill House,68,7,5104
El-baraka Cuisine Haven,47,8,2546
El-baraka Flavors Shack,45,58,3119
El-Djenina Cuisine Haven,38,46,3775
El-Boustane Cuisine Haven,32,45,2108
El-Djenina Taste Oasis,98,30,1589
El-Rahma Taste Oasis,51,13,2752
Lalla Flavors Shack,79,54,2624
Lalla Taste Oasis,57,10,573
El-baraka Grill House,72,8,5781
Lalla Flavors Shack,34,44,3715
El-Djenina Flavors Shack,72,2,4149
El-Djenina Palace Kitchen,82,37,2319
El-Rahma Taste Oasis,27,52,565
Lalla Flavors Shack,46,43,3692
El-Magharibi Flavors Shack,79,25,1870
El-Rahma Grill House,26,2,5801
El-Djenina Grill House,22,2,1315
El-baraka Palace Kitchen,21,10,2557
El-Boustane Flavors Shack,90,39,5685
El-Rahma Flavors Shack,77,33,5295
Lalla Cuisine Haven,58,20,4562
Lalla Cuisine Haven,51,35,4856
El-Rahma Flavors Shack,47,24,4365
El-Djenina Grill House,20,18,5793
Lalla Palace Kitchen,38,56,5509
Lalla Cuisine Haven,64,57,3341
El-Boustane Grill House,21,8,4847
Lalla Taste Oasis,43,1,1720
Lalla Taste Oasis,43,5,4859
El-baraka Taste Oasis,73,51,2800
El-baraka Flavors Shack,28,53,5485
El-Magharibi Palace Kitchen,84,18,3577
Lalla Palace Kitchen,58,8,3583
Lalla Flavors Shack,66,32,5047
El-baraka Taste Oasis,54,34,2102
El-Djenina Cuisine Haven,26,41,283
El-Djenina Palace Kitchen,23,1,487
El-baraka Grill House,81,12,2477
Lalla Grill House,77,25,4699
El-Djenina Palace Kitchen,57,39,5734
El-baraka Taste Oasis,72,2,454
El-Magharibi Cuisine Haven,81,55,1376
El-baraka Grill House,21,28,4636
El-Djenina Grill House,90,41,533
El-Magharibi Palace Kitchen,54,12,1927
El-Rahma Cuisine Haven,78,13,2436
Lalla Taste Oasis,44,11,2886
El-Magharibi Flavors Shack,72,25,2757
El-Rahma Flavors Shack,38,37,2826
El-Djenina Palace Kitchen,79,19,2432
El-Djenina Grill House,72,54,484
El-Magharibi Palace Kitchen,70,7,2231
El-Rahma Flavors Shack,49,35,3620
El-Magharibi Palace Kitchen,42,32,4479
El-Mesk Palace Kitchen,25,21,1416
El-Boustane Grill House,97,44,2023
El-Magharibi Cuisine Haven,61,52,2688
El-baraka Flavors Shack,64,9,2177
El-Djenina Cuisine Haven,55,36,4420
El-baraka Flavors Shack,20,13,280
Lalla Taste Oasis,49,24,2515
El-Djenina Grill House,100,34,3899
El-Boustane Grill House,79,43,989
El-Djenina Grill House,78,16,2462
El-Magharibi Flavors Shack,35,5,2022
Lalla Palace Kitchen,23,51,5157
El-Boustane Flavors Shack,83,19,2703
El-Mesk Cuisine Haven,58,36,3193
El-Rahma Palace Kitchen,21,21,1736
El-Mesk Flavors Shack,73,44,1591
El-baraka Flavors Shack,38,9,5769
El-baraka Taste Oasis,94,5,1282
Lalla Flavors Shack,92,36,3759
El-Djenina Taste Oasis,85,19,2891
Lalla Flavors Shack,65,14,681
El-Mesk Flavors Shack,56,29,5118
El-Boustane Flavors Shack,76,12,5290
El-Rahma Taste Oasis,37,36,1558
El-Rahma Palace Kitchen,56,19,4123
Lalla Palace Kitchen,25,13,1453
El-Rahma Grill House,88,42,4504
El-baraka Flavors Shack,73,39,3788
El-Magharibi Taste Oasis,50,30,4235
El-Boustane Cuisine Haven,60,4,2499
El-Boustane Taste Oasis,81,16,492
El-Mesk Cuisine Haven,41,6,115
El-Magharibi Grill House,100,46,3901
El-Djenina Taste Oasis,76,8,337
El-Magharibi Flavors Shack,77,23,1830
El-Boustane Palace Kitchen,45,14,4030
El-Magharibi Taste Oasis,76,53,3559
El-Mesk Cuisine Haven,74,2,5577
El-Djenina Grill House,68,12,1777
El-Magharibi Grill House,93,4,2319
El-Boustane Grill House,42,42,3411
El-Boustane Cuisine Haven,65,14,553
El-Magharibi Flavors Shack,34,21,935
El-Magharibi Palace Kitchen,92,31,2540
El-baraka Flavors Shack,25,41,567
El-Boustane Palace Kitchen,48,25,117
El-Djenina Taste Oasis,22,40,402
El-Mesk Grill House,67,50,3814
El-Magharibi Flavors Shack,89,6,5275
El-Rahma Cuisine Haven,29,39,1796
El-Boustane Palace Kitchen,59,12,5687
El-Djenina Grill House,44,16,607
El-Mesk Cuisine Haven,47,29,1604
El-Djenina Grill House,69,6,2275
El-baraka Grill House,36,35,4977
El-Djenina Cuisine Haven,65,49,2130
El-baraka Grill House,52,4,585
El-Boustane Cuisine Haven,79,4,1937
El-Mesk Flavors Shack,53,44,2932
El-Djenina Flavors Shack,35,42,5419
El-Magharibi Palace Kitchen,42,20,3796
El-Rahma Palace Kitchen,30,57,4080
Lalla Cuisine Haven,87,53,3429
Lalla Grill House,35,31,5785
El-Boustane Flavors Shack,68,10,4843
El-Mesk Palace Kitchen,21,37,1849
El-Mesk Palace Kitchen,62,19,4490
El-Rahma Flavors Shack,82,8,4190
El-baraka Grill House,64,52,215
El-Djenina Taste Oasis,61,44,1873
El-Magharibi Flavors Shack,55,57,3577
El-Magharibi Cuisine Haven,71,7,3786
Lalla Cuisine Haven,44,49,4579
Lalla Cuisine Haven,25,14,2483
El-Mesk Grill House,44,24,1155
El-Rahma Grill House,73,6,3839
El-Djenina Flavors Shack,36,43,1451
El-Djenina Taste Oasis,52,20,149
El-Magharibi Taste Oasis,70,49,4033
El-Boustane Grill House,56,57,4034
El-Djenina Taste Oasis,38,9,3706
El-Mesk Taste Oasis,89,29,1589
El-Djenina Grill House,63,11,2139
El-Djenina Taste Oasis,89,19,5160
Lalla Cuisine Haven,80,42,2130
El-Mesk Cuisine Haven,32,57,615
El-baraka Taste Oasis,39,44,2051
Lalla Cuisine Haven,62,27,3056
Lalla Grill House,63,18,546
El-Boustane Taste Oasis,76,17,2874
El-Rahma Grill House,27,14,3931
El-Djenina Grill House,86,11,526
Lalla Taste Oasis,32,39,4197
El-Rahma Palace Kitchen,79,42,3484
El-Magharibi Cuisine Haven,30,36,2983
El-Djenina Flavors Shack,24,32,4646
El-Boustane Grill House,28,47,719
El-Boustane Cuisine Haven,79,9,2217
El-baraka Taste Oasis,74,41,2578
El-Magharibi Palace Kitchen,45,51,4757
Lalla Grill House,27,47,697
El-Djenina Taste Oasis,98,54,5648
El-Mesk Grill House,96,53,964
El-baraka Grill House,43,3,1861
El-baraka Grill House,59,7,3846
El-baraka Grill House,55,54,3356
El-Rahma Grill House,69,58,347
El-baraka Flavors Shack,51,17,5287
El-Magharibi Palace Kitchen,71,55,3919
El-Magharibi Grill House,33,55,355
El-baraka Taste Oasis,57,14,812
El-Djenina Palace Kitchen,64,11,1447
El-Djenina Grill House,23,7,5005
El-Djenina Flavors Shack,94,22,4144
Lalla Flavors Shack,27,10,5656
El-Djenina Taste Oasis,49,55,300
El-Boustane Palace Kitchen,69,54,531
El-Boustane Cuisine Haven,86,50,3938
El-Mesk Palace Kitchen,21,36,3573
El-Djenina Grill House,68,32,4958
El-Mesk Palace Kitchen,77,58,1106
Lalla Flavors Shack,93,3,3953
El-Rahma Taste Oasis,86,58,3681
El-Rahma Flavors Shack,72,38,2262
El-Mesk Palace Kitchen,86,8,871
Lalla Taste Oasis,66,30,4813
Lalla Grill House,75,10,5333
El-Djenina Flavors Shack,92,33,2124
El-Boustane Palace Kitchen,40,56,532
El-Magharibi Palace Kitchen,28,29,531
El-Magharibi Taste Oasis,86,39,575
El-baraka Cuisine Haven,26,31,1495
El-Boustane Taste Oasis,77,19,3383
El-baraka Grill House,50,25,3212
Lalla Grill House,20,47,204
El-Magharibi Taste Oasis,95,35,5154
El-baraka Palace Kitchen,56,21,873
El-Djenina Flavors Shack,56,56,3373
El-Mesk Palace Kitchen,92,51,3014
El-Mesk Flavors Shack,86,40,3264
El-Boustane Flavors Shack,99,9,1936
El-Mesk Cuisine Haven,92,57,399
El-Djenina Palace Kitchen,52,3,3619
El-Rahma Grill House,27,6,5300
El-Rahma Taste Oasis,26,39,4351
El-Mesk Flavors Shack,73,54,1750
El-Boustane Cuisine Haven,77,51,1921
El-Rahma Taste Oasis,35,46,285
El-baraka Palace Kitchen,95,24,3437
El-baraka Grill House,55,42,5686
El-Boustane Flavors Shack,35,51,1132
El-Boustane Cuisine Haven,89,38,2214
El-baraka Flavors Shack,20,52,3558
El-baraka Grill House,91,21,4221
El-baraka Taste Oasis,78,55,1858
El-Rahma Flavors Shack,64,51,968
El-Djenina Taste Oasis,54,49,2607
El-Magharibi Flavors Shack,91,46,2552
El-baraka Flavors Shack,52,7,3032
El-Mesk Taste Oasis,29,20,2215
El-baraka Flavors Shack,51,45,1926
El-Djenina Palace Kitchen,98,6,234
Lalla Palace Kitchen,27,30,3871
Lalla Flavors Shack,48,9,3456
El-Rahma Taste Oasis,73,24,3534
El-Boustane Grill House,35,23,1615
El-Mesk Grill House,24,12,2084
El-Rahma Flavors Shack,56,12,1958
El-Boustane Flavors Shack,23,20,1180
El-Djenina Flavors Shack,87,35,2093
El-Mesk Cuisine Haven,70,4,5677
El-Boustane Cuisine Haven,80,2,5031
El-baraka Palace Kitchen,79,38,2642
El-Mesk Grill House,27,33,1061
El-Magharibi Flavors Shack,20,2,975
El-Rahma Flavors Shack,28,46,453
El-Magharibi Taste Oasis,42,28,4448
El-Djenina Cuisine Haven,44,34,5675
El-Djenina Grill House,37,11,1406
El-Magharibi Taste Oasis,59,22,4890
El-Magharibi Taste Oasis,67,55,2142
Lalla Grill House,71,50,3562
El-Mesk Taste Oasis,52,52,3049
Lalla Palace Kitchen,26,53,5732
Lalla Grill House,97,48,2100
Lalla Taste Oasis,67,49,3749
El-baraka Palace Kitchen,75,5,4048
El-Magharibi Taste Oasis,93,29,1942
El-Magharibi Taste Oasis,43,15,1933
El-Boustane Flavors Shack,21,14,2852
El-Djenina Palace Kitchen,84,29,1115
El-Mesk Flavors Shack,94,16,1005
El-Mesk Cuisine Haven,98,21,4522
El-Boustane Cuisine Haven,29,16,2465
El-Mesk Taste Oasis,97,45,990
El-Djenina Taste Oasis,20,46,1881
El-Rahma Cuisine Haven,20,38,2361
El-Djenina Grill House,81,16,4766
El-Mesk Grill House,54,16,989
El-Magharibi Palace Kitchen,32,40,433
El-Boustane Palace Kitchen,27,41,5596
El-Boustane Grill House,51,1,4173
El-baraka Cuisine Haven,58,37,3359
Lalla Palace Kitchen,79,5,1701
El-Boustane Cuisine Haven,81,7,4502
El-Rahma Cuisine Haven,25,6,2388
Lalla Grill House,70,39,1281
El-Magharibi Flavors Shack,28,54,4773
El-Rahma Palace Kitchen,64,1,3310
El-Mesk Cuisine Haven,45,29,2852
Lalla Cuisine Haven,36,12,2532
El-Mesk Taste Oasis,94,18,2559
El-Mesk Cuisine Haven,93,42,3706
El-Rahma Palace Kitchen,50,46,5273
El-baraka Grill House,40,37,507
El-Boustane Flavors Shack,24,54,3703
El-Magharibi Grill House,39,15,1786
El-Boustane Flavors Shack,27,4,1225
El-Magharibi Cuisine Haven,28,40,5450
Lalla Taste Oasis,40,18,1739
El-baraka Cuisine Haven,40,16,3070
El-baraka Flavors Shack,75,53,2244
El-Rahma Grill House,37,4,5614
Lalla Palace Kitchen,27,17,2040
Lalla Cuisine Haven,51,38,652
El-Mesk Flavors Shack,96,8,5310
El-baraka Grill House,69,2,4323
El-baraka Palace Kitchen,72,35,1298
El-Boustane Cuisine Haven,68,46,1294
El-Mesk Palace Kitchen,27,42,474
Lalla Cuisine Haven,55,44,3041
El-Magharibi Cuisine Haven,82,31,1566
El-Rahma Cuisine Haven,70,5,4519
El-baraka Flavors Shack,89,3,4738
El-Rahma Grill House,85,57,1990
El-Boustane Flavors Shack,90,31,1751
Lalla Cuisine Haven,77,42,3605
El-Djenina Taste Oasis,92,8,1467
El-Magharibi Palace Kitchen,68,58,4130
El-Mesk Grill House,60,38,2670
El-Magharibi Grill House,93,41,4069
Lalla Palace Kitchen,96,39,4190
El-Djenina Grill House,51,6,556
El-Djenina Taste Oasis,87,14,4095
El-Magharibi Grill House,88,17,3922
El-Djenina Flavors Shack,88,25,759
El-Boustane Palace Kitchen,41,40,2164
El-Magharibi Flavors Shack,52,56,101
El-Mesk Grill House,28,50,5387
El-Djenina Grill House,20,15,4508
Lalla Taste Oasis,85,4,5507
El-baraka Flavors Shack,48,4,2797
El-Rahma Taste Oasis,45,12,2304
El-Boustane Grill House,48,2,1523
El-Boustane Flavors Shack,97,15,2275
El-Djenina Flavors Shack,22,49,955
Lalla Palace Kitchen,46,31,4249
El-baraka Cuisine Haven,86,27,2144
Lalla Flavors Shack,85,7,1065
El-Magharibi Grill House,89,46,1568
El-Rahma Palace Kitchen,74,11,1971
El-Boustane Cuisine Haven,20,42,433
El-Magharibi Palace Kitchen,50,10,3884
El-Rahma Palace Kitchen,48,35,844
El-baraka Flavors Shack,68,54,3280
El-Mesk Grill House,31,22,4754
El-baraka Flavors Shack,40,29,3594
El-Djenina Taste Oasis,99,13,1582
El-Rahma Cuisine Haven,67,50,1253
El-Mesk Palace Kitchen,48,39,3725
El-Boustane Cuisine Haven,85,45,1969
El-Djenina Palace Kitchen,53,38,3412
El-Rahma Cuisine Haven,61,53,1093
El-Magharibi Cuisine Haven,72,47,1077
El-Rahma Flavors Shack,77,15,4971
El-Mesk Taste Oasis,85,50,4153
El-Magharibi Cuisine Haven,46,37,1209
El-baraka Taste Oasis,100,49,1441
El-Boustane Taste Oasis,49,22,5463
El-Boustane Palace Kitchen,35,39,1550
Lalla Taste Oasis,86,55,3575
El-Rahma Grill House,84,32,5261
Lalla Grill House,78,45,1419
El-Magharibi Cuisine Haven,26,34,5293
El-Magharibi Palace Kitchen,52,42,4286
El-Mesk Taste Oasis,70,13,2600
El-baraka Cuisine Haven,89,12,4131
El-Mesk Flavors Shack,48,49,3436
El-Magharibi Cuisine Haven,48,47,2336
El-Mesk Taste Oasis,32,55,4579
El-Mesk Cuisine Haven,28,54,2460
El-Rahma Grill House,63,28,288
El-Mesk Flavors Shack,88,29,4583
El-Mesk Palace Kitchen,69,34,240
El-Mesk Palace Kitchen,92,34,3498
El-baraka Flavors Shack,56,25,4545
El-Mesk Palace Kitchen,71,33,2516
El-Djenina Cuisine Haven,56,28,3804
El-Magharibi Flavors Shack,59,45,551
El-Djenina Taste Oasis,99,57,4406
El-baraka Grill House,35,29,1367
El-baraka Palace Kitchen,69,55,3302
El-Magharibi Taste Oasis,56,26,3797
El-Rahma Cuisine Haven,27,13,1696
El-Djenina Taste Oasis,98,50,2016
El-baraka Flavors Shack,38,26,2398
El-baraka Grill House,87,11,2484
El-Boustane Palace Kitchen,95,52,1608
El-Djenina Cuisine Haven,25,7,4931
El-Mesk Flavors Shack,22,27,5046
El-Boustane Palace Kitchen,68,38,3846
El-baraka Flavors Shack,91,17,3427
El-Magharibi Taste Oasis,45,54,5287
El-Mesk Cuisine Haven,24,42,3579
El-Mesk Flavors Shack,56,31,1295
El-baraka Flavors Shack,46,42,663
El-Rahma Flavors Shack,42,57,731
El-baraka Cuisine Haven,26,18,2579
El-baraka Cuisine Haven,73,33,2263
El-Magharibi Taste Oasis,80,49,3002
El-Boustane Palace Kitchen,35,9,1868
El-Mesk Grill House,81,1,3965
Lalla Cuisine Haven,46,33,5110
El-Boustane Palace Kitchen,72,53,4273
El-Mesk Palace Kitchen,52,46,3793
El-Djenina Flavors Shack,42,48,3825
Lalla Palace Kitchen,38,46,3601
El-Djenina Grill House,90,1,5298
El-Magharibi Cuisine Haven,53,23,580
El-Boustane Palace Kitchen,32,34,4158
El-Magharibi Grill House,30,37,1884
El-Djenina Cuisine Haven,94,37,434
El-Boustane Taste Oasis,73,52,4010
Lalla Taste Oasis,95,20,5264
El-Rahma Grill House,81,4,4062
El-Djenina Cuisine Haven,24,4,600
El-baraka Grill House,30,42,710
El-Mesk Taste Oasis,34,50,3252
El-Magharibi Cuisine Haven,29,32,4591
El-baraka Cuisine Haven,99,1,3808
El-Boustane Flavors Shack,26,30,790
El-Boustane Palace Kitchen,94,54,2087
El-Boustane Taste Oasis,80,7,4163
Lalla Palace Kitchen,78,38,2093
El-Djenina Grill House,22,4,1625
El-Magharibi Cuisine Haven,56,27,2247
El-Rahma Grill House,90,8,264
El-Mesk Taste Oasis,84,17,111
El-baraka Cuisine Haven,94,27,790
El-Magharibi Grill House,54,26,2087
Lalla Flavors Shack,61,45,3559
El-Magharibi Cuisine Haven,63,49,813
El-Boustane Grill House,35,10,1774
El-Magharibi Palace Kitchen,25,46,819
El-Magharibi Grill House,89,18,970
El-Rahma Cuisine Haven,40,23,4931
El-Rahma Flavors Shack,23,33,4291
Lalla Grill House,68,14,1428
El-Rahma Grill House,94,14,1360
El-baraka Cuisine Haven,90,51,2448
El-Djenina Taste Oasis,75,31,4278
El-baraka Taste Oasis,36,43,2450
El-Boustane Grill House,85,56,5309
El-Rahma Cuisine Haven,56,4,1498
El-Rahma Palace Kitchen,98,49,389
Lalla Palace Kitchen,57,42,5797
El-Rahma Palace Kitchen,54,21,1547
El-Mesk Taste Oasis,72,33,1775
Lalla Taste Oasis,42,28,2829
El-Mesk Grill House,89,12,5504
El-Mesk Grill House,65,12,1666
El-Mesk Cuisine Haven,54,4,1031
El-Djenina Flavors Shack,81,5,987
El-Mesk Grill House,98,16,2151
El-Boustane Palace Kitchen,36,58,1117
El-Magharibi Grill House,93,58,3953
El-baraka Taste Oasis,66,25,286
El-baraka Flavors Shack,60,8,4146
El-baraka Cuisine Haven,59,36,2696
El-Djenina Grill House,43,15,3691
Lalla Taste Oasis,84,4,5679
El-Mesk Flavors Shack,33,2,1942
El-Mesk Flavors Shack,68,52,1102
El-Rahma Flavors Shack,42,24,2340
El-Magharibi Grill House,37,21,365
El-Magharibi Taste Oasis,27,20,4088
Lalla Taste Oasis,54,33,5121
El-Boustane Cuisine Haven,71,9,478
El-Djenina Palace Kitchen,93,42,5243
El-Djenina Palace Kitchen,95,57,4766
El-Boustane Grill House,27,58,3829
El-Mesk Flavors Shack,73,6,5391
Lalla Cuisine Haven,86,6,912
El-Mesk Flavors Shack,46,39,4664
El-Boustane Cuisine Haven,50,48,4633
El-Rahma Taste Oasis,61,14,4764
El-Magharibi Flavors Shack,95,25,805
El-Magharibi Flavors Shack,31,7,4613
El-Rahma Grill House,64,39,3440
El-Boustane Grill House,45,26,1368
El-Djenina Cuisine Haven,47,9,2672
El-Djenina Taste Oasis,80,18,3894
El-Djenina Palace Kitchen,58,10,2393
El-Mesk Grill House,44,47,3506
El-baraka Grill House,84,21,4794
El-Rahma Taste Oasis,70,42,3538
El-Rahma Flavors Shack,86,15,5224
El-baraka Palace Kitchen,71,10,1766
El-Boustane Grill House,62,10,2614
El-baraka Grill House,54,56,4298
Lalla Flavors Shack,22,5,912
Lalla Palace Kitchen,70,32,4199
El-Magharibi Palace Kitchen,30,11,4427
El-Djenina Flavors Shack,21,45,4819
Lalla Taste Oasis,58,34,3041
El-Magharibi Palace Kitchen,66,38,4222
El-Rahma Palace Kitchen,75,9,4404
El-Magharibi Flavors Shack,33,22,2453
El-Mesk Grill House,44,53,3375
El-Boustane Cuisine Haven,31,29,2421
Lalla Grill House,80,34,288
El-Boustane Grill House,99,27,388
El-Magharibi Grill House,83,49,364
El-Rahma Grill House,39,17,4875
El-Djenina Cuisine Haven,40,9,122
El-Djenina Palace Kitchen,59,3,1336
El-Rahma Flavors Shack,99,24,4571
El-Mesk Grill House,25,5,1987
El-Djenina Palace Kitchen,36,11,968
El-Magharibi Flavors Shack,67,51,3278
El-Rahma Flavors Shack,34,2,2379
El-Boustane Flavors Shack,29,7,3911
El-Magharibi Palace Kitchen,89,32,2991
El-Magharibi Palace Kitchen,38,49,667
Lalla Grill House,43,28,4886
El-Magharibi Flavors Shack,42,4,319
El-Rahma Grill House,37,21,220
El-Rahma Grill House,78,46,3998
El-Rahma Taste Oasis,43,24,5047
El-Djenina Palace Kitchen,85,33,1489
El-Magharibi Flavors Shack,65,9,1182
El-Djenina Flavors Shack,81,51,5226
Lalla Palace Kitchen,63,52,2948
El-Rahma Cuisine Haven,54,7,5311
Lalla Flavors Shack,92,30,2751
El-Boustane Flavors Shack,67,35,3772
El-Djenina Grill House,42,15,3719
El-Rahma Grill House,76,10,5737
El-Mesk Palace Kitchen,77,48,3560
El-Djenina Grill House,45,24,5243
Lalla Palace Kitchen,26,2,1336
El-Djenina Grill House,45,49,2045
El-Mesk Palace Kitchen,82,48,498
El-Djenina Taste Oasis,29,16,2060
Lalla Palace Kitchen,55,7,3352
El-baraka Grill House,26,32,5772
El-Mesk Flavors Shack,91,31,1118
Lalla Grill House,26,8,2906
El-baraka Palace Kitchen,56,12,4266
Lalla Taste Oasis,75,32,4692
Lalla Taste Oasis,74,2,4201
El-Mesk Taste Oasis,78,32,217
El-Djenina Grill House,93,10,1815
El-Mesk Palace Kitchen,40,28,1027
El-Magharibi Cuisine Haven,89,28,2584
Lalla Flavors Shack,47,12,4090
El-baraka Cuisine Haven,36,33,1875
El-Magharibi Grill House,83,43,3656
El-Boustane Palace Kitchen,88,33,2515
